"game_key","date","win_court","win_team","win_conference","win_possessions","win_points_scored","win_offensive_rating","win_defensive_rating","win_field_goal_fraction","win_three_point_fraction","win_free_throw_fraction","win_offensive_rebounds","win_defensive_rebounds","win_steals","win_blocked_shots","win_personal_fouls","loss_team","loss_conference","loss_possessions","loss_points_scored","loss_offensive_rating","loss_defensive_rating","loss_field_goal_fraction","loss_three_point_fraction","loss_free_throw_fraction","loss_offensive_rebounds","loss_defensive_rebounds","loss_steals","loss_blocked_shots","loss_personal_fouls"
"army-black-knights-colgate-raiders-201502180124","20150218","home","colgate-raiders","Patriot League", 66,84,126.77,104.13,0.52,0.43,0.68,4,23,9,3,17,"army-black-knights","Patriot League", 72,69, 96.28,117.21,0.46,0.20,0.86,5,24,3,3,18
"ball-state-cardinals-kent-state-golden-flashes-201502180291","20150218","home","kent-state-golden-flashes","Mid-American", 52,58,111.93,102.29,0.44,0.31,0.71,11,21,6,3,13,"ball-state-cardinals","Mid-American", 59,53, 90.17, 98.68,0.35,0.31,0.64,11,12,3,2,19
"boise-state-broncos-unlv-runnin-rebels-201502180401","20150218","away","boise-state-broncos","Mountain West", 66,53, 80.36, 72.78,0.38,0.06,0.67,9,32,7,6,17,"unlv-runnin-rebels","Mountain West", 68,48, 70.30, 77.62,0.30,0.11,0.67,7,24,10,7,15
"boston-college-eagles-florida-state-seminoles-201502180213","20150218","home","florida-state-seminoles","Atlantic Coast", 63,69,110.15, 95.79,0.48,0.67,0.63,8,23,7,2,20,"boston-college-eagles","Atlantic Coast", 61,60, 98.27,113.01,0.46,0.21,0.69,7,18,5,1,22
"boston-university-terriers-american-university-eagles-201502180014","20150218","away","boston-university-terriers","Patriot League", 61,61,100.22, 87.08,0.48,0.29,0.71,4,24,3,4,17,"american-university-eagles","Patriot League", 57,53, 92.55,106.52,0.34,0.27,0.71,9,18,5,2,19
"buffalo-bulls-eastern-michigan-eagles-201502180181","20150218","away","buffalo-bulls","Mid-American", 74,78,105.66, 85.34,0.45,0.54,0.66,8,31,6,3,20,"eastern-michigan-eagles","Mid-American", 74,63, 85.14,105.42,0.36,0.30,0.53,9,22,9,7,29
"colorado-buffaloes-oregon-ducks-201502180449","20150218","home","oregon-ducks","Pac-12", 66,73,111.25, 91.44,0.41,0.33,0.73,11,23,8,4,19,"colorado-buffaloes","Pac-12", 66,60, 90.68,110.33,0.35,0.11,0.61,20,24,5,1,21
"colorado-state-rams-fresno-state-bulldogs-201502180217","20150218","away","colorado-state-rams","Mountain West", 71,81,114.45,103.14,0.47,0.44,0.77,9,28,4,3,20,"fresno-state-bulldogs","Mountain West", 71,73,102.21,113.41,0.47,0.29,0.50,6,19,10,1,24
"davidson-wildcats-george-washington-colonials-201502180227","20150218","away","davidson-wildcats","Southern", 60,65,107.73,104.42,0.41,0.24,0.50,14,22,7,4,16,"george-washington-colonials","Atlantic Ten", 63,63,100.04,103.21,0.37,0.28,0.69,14,22,3,4,15
"detroit-titans-green-bay-phoenix-201502180652","20150218","home","green-bay-phoenix","Horizon League", 69,96,138.79,109.88,0.55,0.43,0.74,9,23,6,3,22,"detroit-titans","Horizon League", 66,76,114.32,144.40,0.49,0.33,0.67,8,22,4,5,28
