"game_key","date","win_court","win_team","win_conference","win_possessions","win_points_scored","win_offensive_rating","win_defensive_rating","win_field_goal_fraction","win_three_point_fraction","win_free_throw_fraction","win_offensive_rebounds","win_defensive_rebounds","win_steals","win_blocked_shots","win_personal_fouls","loss_team","loss_conference","loss_possessions","loss_points_scored","loss_offensive_rating","loss_defensive_rating","loss_field_goal_fraction","loss_three_point_fraction","loss_free_throw_fraction","loss_offensive_rebounds","loss_defensive_rebounds","loss_steals","loss_blocked_shots","loss_personal_fouls"
"coastal-carolina-chanticleers-auburn-tigers-201412050028","20141205","away","coastal-carolina-chanticleers","Big South", 65,58, 89.37, 83.21,0.34,0.28,0.56,14,23,10,2,19,"auburn-tigers","Southeastern", 62,54, 86.51, 92.91,0.34,0.39,0.47,9,17,3,3,18
"duquesne-dukes-pittsburgh-panthers-201412050465","20141205","home","pittsburgh-panthers","Atlantic Coast", 67,76,112.77, 92.00,0.44,0.35,0.62,12,30,6,5,18,"duquesne-dukes","Atlantic Ten", 72,62, 86.08,105.52,0.37,0.32,0.58,7,23,7,2,22
"fiu-golden-panthers-louisville-cardinals-201412050314","20141205","home","louisville-cardinals","American Athletic", 70,82,116.81, 81.20,0.57,0.40,0.67,9,25,14,9,20,"fiu-golden-panthers","Conference USA", 75,57, 75.59,108.74,0.37,0.33,0.67,8,18,12,1,14
"florida-gators-kansas-jayhawks-201412050287","20141205","home","kansas-jayhawks","Big 12", 66,71,106.88, 97.84,0.42,0.29,0.84,8,24,8,3,14,"florida-gators","Southeastern", 65,65, 99.94,109.16,0.44,0.35,0.70,8,17,7,3,24
"long-beach-state-49ers-stephen-f-austin-lumberjacks-201412050547","20141205","home","stephen-f-austin-lumberjacks","Southland", 58,74,127.41, 77.48,0.49,0.38,0.70,15,17,11,1,23,"long-beach-state-49ers","Big West", 59,45, 75.70,124.48,0.43,0.00,0.57,4,12,7,2,24
"manhattan-jaspers-fairfield-stags-201412050201","20141205","home","fairfield-stags","Metro Atlantic Athletic", 62,67,108.71, 87.62,0.42,0.33,0.75,10,19,10,3,21,"manhattan-jaspers","Metro Atlantic Athletic", 64,54, 84.18,104.44,0.42,0.20,0.56,10,18,3,2,25
"missouri-tigers-oklahoma-sooners-201412050444","20141205","home","oklahoma-sooners","Big 12", 66,82,124.51, 95.66,0.57,0.50,0.62,7,26,10,10,11,"missouri-tigers","Southeastern", 69,63, 91.40,118.96,0.42,0.56,0.50,7,17,7,1,16
"north-carolina-central-eagles-maryland-eastern-shore-hawks-201412050347","20141205","away","north-carolina-central-eagles","Mid-Eastern", 57,68,118.60,109.88,0.53,0.33,0.81,5,19,4,2,23,"maryland-eastern-shore-hawks","Mid-Eastern", 58,63,107.80,116.36,0.41,0.41,0.64,12,15,7,2,26
"providence-friars-boston-college-eagles-201412050058","20141205","home","boston-college-eagles","Atlantic Coast", 65,69,106.80, 92.87,0.50,0.31,0.57,8,30,6,5,14,"providence-friars","Big East", 67,60, 89.00,102.35,0.39,0.30,0.55,6,18,10,3,20
"quinnipiac-bobcats-siena-saints-201412050512","20141205","home","siena-saints","Metro Atlantic Athletic", 67,88,130.49, 99.35,0.54,0.44,0.57,11,20,12,3,27,"quinnipiac-bobcats","Metro Atlantic Athletic", 67,67, 99.49,130.67,0.36,0.37,0.71,12,19,3,5,25
"texas-longhorns-kentucky-wildcats-201412050292","20141205","home","kentucky-wildcats","Southeastern", 65,63, 97.66, 79.06,0.38,0.08,0.62,12,19,9,4,26,"texas-longhorns","Big 12", 65,51, 78.38, 96.83,0.30,0.20,0.66,14,24,4,1,25
"western-carolina-catamounts-minnesota-golden-gophers-201412050363","20141205","home","minnesota-golden-gophers","Big Ten", 67,84,125.13, 95.34,0.57,0.44,0.65,8,15,12,3,15,"western-carolina-catamounts","Southern", 66,64, 97.50,127.97,0.46,0.36,0.80,13,17,9,3,23
"wyoming-cowboys-smu-mustangs-201412050515","20141205","home","smu-mustangs","American Athletic", 57,66,116.67, 93.69,0.56,0.38,0.74,8,26,2,3,11,"wyoming-cowboys","Mountain West", 56,53, 95.43,118.84,0.40,0.30,0.83,4,12,10,1,17
"yale-bulldogs-connecticut-huskies-201412050129","20141205","away","yale-bulldogs","Ivy League", 58,45, 77.70, 75.98,0.33,0.14,0.86,9,22,10,4,15,"connecticut-huskies","American Athletic", 55,44, 80.62, 82.45,0.44,0.18,0.67,1,22,5,2,9
"youngstown-state-penguins-south-dakota-coyotes-201412051458","20141205","away","youngstown-state-penguins","Horizon League", 64,87,136.38,123.84,0.53,0.47,0.73,10,27,1,2,17,"south-dakota-coyotes","Summit", 67,79,117.35,129.23,0.41,0.46,0.67,13,22,2,2,18
