"game_key","date","win_court","win_team","win_conference","win_possessions","win_points_scored","win_offensive_rating","win_defensive_rating","win_field_goal_fraction","win_three_point_fraction","win_free_throw_fraction","win_offensive_rebounds","win_defensive_rebounds","win_steals","win_blocked_shots","win_personal_fouls","loss_team","loss_conference","loss_possessions","loss_points_scored","loss_offensive_rating","loss_defensive_rating","loss_field_goal_fraction","loss_three_point_fraction","loss_free_throw_fraction","loss_offensive_rebounds","loss_defensive_rebounds","loss_steals","loss_blocked_shots","loss_personal_fouls"
"abilene-christian-wildcats-sam-houston-state-bearkats-201502160495","20150216","home","sam-houston-state-bearkats","Southland", 59,71,120.65, 83.27,0.38,0.20,0.79,17,22,8,3,19,"abilene-christian-wildcats","Southland", 56,49, 86.95,125.99,0.46,0.41,0.50,4,22,2,1,23
"butler-bulldogs-creighton-bluejays-201502160133","20150216","away","butler-bulldogs","Big East", 52,58,111.21,107.38,0.49,0.43,0.43,9,18,3,1,14,"creighton-bluejays","Big East", 54,56,102.79,106.46,0.44,0.35,0.70,4,21,4,2,16
"central-arkansas-bears-northwestern-state-demons-201502160422","20150216","home","northwestern-state-demons","Southland", 72,86,118.65, 96.58,0.50,0.39,0.75,9,25,13,2,18,"central-arkansas-bears","Southland", 75,70, 93.51,114.89,0.46,0.46,0.52,5,23,6,4,17
"clemson-tigers-georgia-tech-yellow-jackets-201502160232","20150216","home","georgia-tech-yellow-jackets","Atlantic Coast", 62,63,101.59, 83.85,0.46,0.36,0.56,11,24,7,4,13,"clemson-tigers","Atlantic Coast", 64,52, 81.21, 98.39,0.36,0.27,0.67,8,19,9,5,16
"coastal-carolina-chanticleers-radford-highlanders-201502160483","20150216","away","coastal-carolina-chanticleers","Big South", 59,65,110.59,100.38,0.39,0.36,0.64,18,26,5,9,15,"radford-highlanders","Big South", 58,59,101.42,111.73,0.38,0.21,0.62,15,20,6,6,11
"coppin-state-eagles-delaware-state-hornets-201502160160","20150216","away","coppin-state-eagles","Mid-Eastern", 84,96,114.38,109.62,0.47,0.37,0.70,8,34,9,6,20,"delaware-state-hornets","Mid-Eastern", 86,92,107.20,111.86,0.38,0.31,0.75,20,28,6,1,26
"hampton-pirates-morgan-state-bears-201502160376","20150216","away","hampton-pirates","Mid-Eastern", 75,93,123.21, 86.12,0.54,0.41,0.63,6,43,4,7,23,"morgan-state-bears","Mid-Eastern", 79,65, 82.17,117.57,0.32,0.17,0.67,7,24,7,1,24
"houston-baptist-huskies-lamar-cardinals-201502160299","20150216","home","lamar-cardinals","Southland", 68,72,106.04, 94.26,0.44,0.36,0.74,10,26,8,7,17,"houston-baptist-huskies","Southland", 73,64, 87.69, 98.65,0.43,0.28,0.58,8,19,10,2,21
"howard-bison-maryland-eastern-shore-hawks-201502160347","20150216","home","maryland-eastern-shore-hawks","Mid-Eastern", 63,71,112.27, 94.88,0.49,0.40,0.92,8,16,11,1,17,"howard-bison","Mid-Eastern", 63,60, 94.59,111.93,0.41,0.23,0.76,12,10,12,3,16
"kansas-jayhawks-west-virginia-mountaineers-201502160636","20150216","home","west-virginia-mountaineers","Big 12", 57,62,109.05,107.29,0.38,0.38,0.55,20,14,8,2,15,"kansas-jayhawks","Big 12", 56,61,109.13,110.92,0.49,0.55,0.64,10,20,3,3,15
"marist-red-foxes-monmouth-hawks-201502160370","20150216","home","monmouth-hawks","Metro Atlantic Athletic", 62,69,111.00,104.57,0.50,0.59,0.70,9,28,5,8,14,"marist-red-foxes","Metro Atlantic Athletic", 62,65,104.73,111.18,0.40,0.34,0.64,8,18,10,6,11
"miami-fl-hurricanes-boston-college-eagles-201502160058","20150216","away","miami-fl-hurricanes","Atlantic Coast", 75,89,117.99,114.01,0.42,0.46,0.81,7,28,5,5,23,"boston-college-eagles","Atlantic Coast", 77,86,111.42,115.31,0.45,0.33,0.75,7,24,5,4,27
"new-orleans-privateers-texas-am-corpus-christi-islanders-201502161231","20150216","home","texas-am-corpus-christi-islanders","Southland", 57,55, 96.82, 93.30,0.49,0.40,0.54,7,23,3,6,14,"new-orleans-privateers","Southland", 59,53, 90.32, 93.73,0.33,0.29,0.47,15,18,7,1,16
"north-carolina-at-aggies-bethune-cookman-wildcats-201502160052","20150216","home","bethune-cookman-wildcats","Mid-Eastern", 63,77,121.67, 88.48,0.49,0.43,0.87,10,24,8,4,26,"north-carolina-at-aggies","Mid-Eastern", 63,56, 88.48,121.67,0.39,0.18,0.74,7,14,3,4,20
"north-carolina-central-eagles-florida-am-rattlers-201502160211","20150216","away","north-carolina-central-eagles","Mid-Eastern", 61,73,119.85, 78.80,0.48,0.50,0.73,8,32,3,2,13,"florida-am-rattlers","Mid-Eastern", 62,48, 78.03,118.68,0.31,0.38,0.65,4,17,4,4,16
"pittsburgh-panthers-virginia-cavaliers-201502160618","20150216","home","virginia-cavaliers","Atlantic Coast", 56,61,108.71, 87.33,0.43,0.38,0.73,6,21,5,4,14,"pittsburgh-panthers","Atlantic Coast", 54,49, 91.02,113.32,0.39,0.38,0.53,7,20,5,0,21
"prairie-view-am-panthers-grambling-state-tigers-201502160234","20150216","away","prairie-view-am-panthers","Southwestern Athletic", 82,95,115.81, 53.64,0.53,0.47,0.55,13,26,17,6,24,"grambling-state-tigers","Southwestern Athletic", 78,44, 56.74,122.51,0.28,0.11,0.59,10,21,7,2,18
"seton-hall-pirates-villanova-wildcats-201502160617","20150216","home","villanova-wildcats","Big East", 60,80,134.35, 90.69,0.49,0.44,0.84,8,27,8,6,10,"seton-hall-pirates","Big East", 63,54, 86.17,127.67,0.32,0.32,0.56,11,19,4,1,13
"southeastern-louisiana-lions-mcneese-state-cowboys-201502160345","20150216","home","mcneese-state-cowboys","Southland", 67,74,110.91,103.42,0.50,0.39,0.65,11,25,7,4,22,"southeastern-louisiana-lions","Southland", 68,69,102.10,109.49,0.46,0.38,0.50,7,21,5,1,20
"southern-university-jaguars-mississippi-valley-state-delta-devils-201502160364","20150216","away","southern-university-jaguars","Southwestern Athletic", 65,68,104.36, 85.94,0.39,0.31,0.76,14,31,5,6,17,"mississippi-valley-state-delta-devils","Southwestern Athletic", 66,56, 84.51,102.62,0.30,0.27,0.63,12,19,7,1,22
"stephen-f-austin-lumberjacks-incarnate-word-cardinals-201502161528","20150216","away","stephen-f-austin-lumberjacks","Southland", 64,90,140.19,118.38,0.58,0.56,0.76,9,26,3,5,24,"incarnate-word-cardinals","Southland", 65,76,116.25,137.67,0.39,0.31,0.72,13,14,6,4,21
"tennessee-tech-golden-eagles-east-tennessee-state-buccaneers-201502160176","20150216","home","east-tennessee-state-buccaneers","Southern", 72,87,120.87,109.76,0.50,0.37,0.81,10,18,9,2,18,"tennessee-tech-golden-eagles","Ohio Valley", 68,79,116.73,128.55,0.52,0.50,0.65,13,18,12,4,19
"texas-southern-tigers-jackson-state-tigers-201502160280","20150216","away","texas-southern-tigers","Southwestern Athletic", 69,71,103.04,101.59,0.45,0.33,0.66,9,23,5,2,19,"jackson-state-tigers","Southwestern Athletic", 69,70,101.38,102.83,0.39,0.22,0.52,18,20,4,4,24
