"game_key","date","win_court","win_team","win_conference","win_possessions","win_points_scored","win_offensive_rating","win_defensive_rating","win_field_goal_fraction","win_three_point_fraction","win_free_throw_fraction","win_offensive_rebounds","win_defensive_rebounds","win_steals","win_blocked_shots","win_personal_fouls","loss_team","loss_conference","loss_possessions","loss_points_scored","loss_offensive_rating","loss_defensive_rating","loss_field_goal_fraction","loss_three_point_fraction","loss_free_throw_fraction","loss_offensive_rebounds","loss_defensive_rebounds","loss_steals","loss_blocked_shots","loss_personal_fouls"
"cleveland-state-vikings-green-bay-phoenix-201502200652","20150220","away","cleveland-state-vikings","Horizon League", 67,66, 98.04, 90.61,0.45,0.29,0.73,8,25,3,6,16,"green-bay-phoenix","Horizon League", 67,61, 91.23, 98.71,0.42,0.36,0.50,11,21,11,7,15
"columbia-lions-brown-bears-201502200064","20150220","away","columbia-lions","Ivy League", 60,76,127.23, 98.77,0.48,0.36,0.82,11,22,9,6,22,"brown-bears","Ivy League", 60,59, 97.82,126.01,0.43,0.24,0.63,9,21,5,6,15
"cornell-big-red-yale-bulldogs-201502200684","20150220","home","yale-bulldogs","Ivy League", 61,62,101.87, 83.79,0.43,0.25,0.54,15,29,1,3,19,"cornell-big-red","Ivy League", 62,51, 81.76, 99.40,0.32,0.20,0.76,6,20,6,4,25
"hartford-hawks-albany-great-danes-201502201176","20150220","home","albany-great-danes","America East", 59,70,119.05,108.84,0.43,0.28,0.83,9,19,5,0,12,"hartford-hawks","America East", 55,64,117.37,128.37,0.52,0.42,0.75,4,15,4,3,23
"iona-gaels-marist-red-foxes-201502200338","20150220","away","iona-gaels","Metro Atlantic Athletic", 69,72,103.88, 98.11,0.46,0.25,0.69,7,34,4,2,21,"marist-red-foxes","Metro Atlantic Athletic", 70,68, 97.27,102.99,0.34,0.27,0.63,16,21,7,3,25
"penn-quakers-harvard-crimson-201502200245","20150220","home","harvard-crimson","Ivy League", 51,69,134.10, 89.40,0.53,0.42,0.88,8,19,6,3,13,"penn-quakers","Ivy League", 54,46, 85.95,128.92,0.44,0.29,0.40,5,14,3,0,15
"princeton-tigers-dartmouth-big-green-201502200155","20150220","away","princeton-tigers","Ivy League", 58,63,107.89, 95.90,0.43,0.31,0.63,9,25,5,4,21,"dartmouth-big-green","Ivy League", 61,56, 91.79,103.27,0.42,0.29,0.67,5,19,5,0,22
