"game_key","date","win_court","win_team","win_conference","win_possessions","win_points_scored","win_offensive_rating","win_defensive_rating","win_field_goal_fraction","win_three_point_fraction","win_free_throw_fraction","win_offensive_rebounds","win_defensive_rebounds","win_steals","win_blocked_shots","win_personal_fouls","loss_team","loss_conference","loss_possessions","loss_points_scored","loss_offensive_rating","loss_defensive_rating","loss_field_goal_fraction","loss_three_point_fraction","loss_free_throw_fraction","loss_offensive_rebounds","loss_defensive_rebounds","loss_steals","loss_blocked_shots","loss_personal_fouls"
"air-force-falcons-boise-state-broncos-201503120057","20150312","home","boise-state-broncos","Mountain West", 62,80,129.30,109.90,0.50,0.43,0.82,6,17,6,1,20,"air-force-falcons","Mountain West", 62,68,110.55,130.06,0.55,0.33,0.71,7,19,5,1,20
"akron-zips-kent-state-golden-flashes-201503120291","20150312","away","akron-zips","Mid-American", 53,53, 99.65, 95.89,0.34,0.21,0.67,6,22,1,5,15,"kent-state-golden-flashes","Mid-American", 54,51, 94.74, 98.45,0.35,0.12,0.76,9,26,2,4,21
"alabama-am-bulldogs-southern-university-jaguars-201503120241","20150312","home","southern-university-jaguars","Southwestern Athletic", 66,64, 96.41, 90.38,0.49,0.23,0.56,7,19,8,1,18,"alabama-am-bulldogs","Southwestern Athletic", 64,60, 93.91,100.18,0.48,0.24,0.67,5,17,8,3,24
"alabama-crimson-tide-florida-gators-201503120210","20150312","home","florida-gators","Southeastern", 54,69,127.55,112.76,0.43,0.31,0.69,11,22,2,1,20,"alabama-crimson-tide","Southeastern", 57,61,107.83,121.98,0.45,0.29,0.83,2,19,5,2,20
"auburn-tigers-texas-am-aggies-201503120587","20150312","away","auburn-tigers","Southeastern", 68,66, 96.76, 86.50,0.34,0.32,0.63,7,25,10,2,22,"texas-am-aggies","Southeastern", 68,59, 86.59, 96.87,0.43,0.26,0.67,5,33,8,3,27
"cal-poly-mustangs-uc-santa-barbara-gauchos-201503120501","20150312","home","uc-santa-barbara-gauchos","Big West", 55,54, 97.66, 90.42,0.46,0.25,0.81,4,24,3,2,10,"cal-poly-mustangs","Big West", 55,50, 90.11, 97.32,0.38,0.24,0.75,7,17,8,0,16
"california-golden-bears-arizona-wildcats-201503120017","20150312","home","arizona-wildcats","Pac-12", 66,73,110.09, 76.91,0.47,0.55,0.88,4,32,8,6,14,"california-golden-bears","Pac-12", 69,51, 73.99,105.91,0.34,0.29,0.62,7,24,4,4,15
"chicago-state-cougars-seattle-redhawks-201503120507","20150312","home","seattle-redhawks","Western Athletic", 57,49, 86.29, 79.25,0.43,0.22,0.68,5,24,9,0,15,"chicago-state-cougars","Western Athletic", 60,45, 75.45, 82.16,0.32,0.22,0.60,7,14,14,3,26
"colorado-buffaloes-oregon-ducks-201503120449","20150312","home","oregon-ducks","Pac-12", 73,93,126.88,115.97,0.53,0.32,0.81,6,26,7,2,21,"colorado-buffaloes","Pac-12", 74,85,115.10,125.93,0.47,0.30,0.70,13,21,5,1,24
"creighton-bluejays-georgetown-hoyas-201503120229","20150312","home","georgetown-hoyas","Big East", 54,60,110.91,101.67,0.38,0.35,0.77,11,15,11,3,14,"creighton-bluejays","Big East", 57,55, 95.81,104.52,0.45,0.37,0.75,7,21,4,3,21
"csun-matadors-uc-davis-aggies-201503120088","20150312","home","uc-davis-aggies","Big West", 58,71,122.45,115.55,0.56,0.42,0.71,4,12,11,0,19,"csun-matadors","Big West", 64,67,104.44,110.67,0.49,0.29,0.81,5,13,6,0,20
"delaware-state-hornets-howard-bison-201503120256","20150312","away","delaware-state-hornets","Mid-Eastern", 60,65,108.16, 99.84,0.38,0.41,0.88,8,19,5,0,13,"howard-bison","Mid-Eastern", 61,60, 99.09,107.35,0.43,0.35,0.65,9,24,1,6,13
"duquesne-dukes-george-washington-colonials-201503120227","20150312","home","george-washington-colonials","Atlantic Ten", 52,73,140.36,105.75,0.46,0.50,0.69,16,25,4,2,13,"duquesne-dukes","Atlantic Ten", 54,55,100.95,133.99,0.34,0.50,0.70,10,18,3,5,13
"eastern-michigan-eagles-toledo-rockets-201503120594","20150312","home","toledo-rockets","Mid-American", 67,78,116.20, 99.81,0.48,0.23,0.74,12,31,4,7,15,"eastern-michigan-eagles","Mid-American", 66,67,100.96,117.54,0.38,0.29,0.73,10,20,7,6,22
"fiu-golden-panthers-utep-miners-201503120589","20150312","home","utep-miners","Conference USA", 65,83,128.66,110.06,0.61,0.67,0.78,6,24,6,10,17,"fiu-golden-panthers","Conference USA", 68,71,104.28,121.90,0.38,0.35,0.70,16,11,11,2,19
"florida-state-seminoles-virginia-cavaliers-201503120618","20150312","home","virginia-cavaliers","Atlantic Coast", 54,58,107.94, 81.88,0.47,0.43,0.81,6,23,5,4,18,"florida-state-seminoles","Atlantic Coast", 56,44, 78.21,103.10,0.33,0.18,0.69,8,15,5,4,17
"fordham-rams-vcu-rams-201503120613","20150312","home","vcu-rams","Atlantic Ten", 63,63, 99.70, 90.20,0.31,0.32,0.70,17,22,7,4,18,"fordham-rams","Atlantic Ten", 59,57, 97.06,107.27,0.39,0.48,0.69,9,24,7,3,21
"fresno-state-bulldogs-colorado-state-rams-201503120126","20150312","home","colorado-state-rams","Mountain West", 64,71,110.84, 92.11,0.38,0.43,0.71,9,25,6,3,10,"fresno-state-bulldogs","Mountain West", 62,59, 94.99,114.31,0.43,0.47,0.50,5,23,6,3,23
"hampton-pirates-maryland-eastern-shore-hawks-201503120347","20150312","away","hampton-pirates","Mid-Eastern", 72,76,106.16, 99.17,0.38,0.48,0.54,14,25,5,2,21,"maryland-eastern-shore-hawks","Mid-Eastern", 72,71, 98.97,105.94,0.41,0.40,0.61,9,24,3,1,27
"hawaii-rainbow-warriors-long-beach-state-49ers-201503120311","20150312","away","hawaii-rainbow-warriors","Big West", 68,79,116.89,106.53,0.52,0.30,0.54,10,20,10,4,25,"long-beach-state-49ers","Big West", 69,72,104.02,114.14,0.37,0.28,0.75,15,25,4,0,22
"houston-cougars-tulane-green-wave-201503120598","20150312","away","houston-cougars","American Athletic", 60,66,110.66,100.60,0.48,0.39,0.87,7,26,3,2,14,"tulane-green-wave","Conference USA", 59,60,101.38,111.52,0.41,0.36,0.36,9,15,8,0,16
"idaho-vandals-eastern-washington-eagles-201503120184","20150312","home","eastern-washington-eagles","Big Sky", 67,91,136.59,124.58,0.53,0.41,0.67,9,21,5,0,17,"idaho-vandals","Western Athletic", 66,83,125.35,137.43,0.50,0.56,0.81,7,20,6,1,21
"jackson-state-tigers-prairie-view-am-panthers-201503120468","20150312","home","prairie-view-am-panthers","Southwestern Athletic", 67,62, 92.16, 83.24,0.45,0.38,0.76,2,24,10,6,15,"jackson-state-tigers","Southwestern Athletic", 67,56, 83.75, 92.73,0.35,0.26,0.50,18,25,4,1,20
"la-salle-explorers-massachusetts-minutemen-201503120344","20150312","away","la-salle-explorers","Atlantic Ten", 64,76,118.74,107.80,0.42,0.39,0.76,10,22,5,6,17,"massachusetts-minutemen","Atlantic Ten", 65,69,106.48,117.28,0.39,0.22,0.65,19,24,5,4,23
