"game_key","date","win_court","win_team","win_conference","win_possessions","win_points_scored","win_offensive_rating","win_defensive_rating","win_field_goal_fraction","win_three_point_fraction","win_free_throw_fraction","win_offensive_rebounds","win_defensive_rebounds","win_steals","win_blocked_shots","win_personal_fouls","loss_team","loss_conference","loss_possessions","loss_points_scored","loss_offensive_rating","loss_defensive_rating","loss_field_goal_fraction","loss_three_point_fraction","loss_free_throw_fraction","loss_offensive_rebounds","loss_defensive_rebounds","loss_steals","loss_blocked_shots","loss_personal_fouls"
"binghamton-bearcats-colgate-raiders-201412110124","20141211","home","colgate-raiders","Patriot League", 62,65,105.18, 71.20,0.47,0.41,0.40,5,22,5,1,16,"binghamton-bearcats","America East", 61,44, 72.61,107.26,0.35,0.29,0.67,5,21,3,4,9
"cal-state-fullerton-titans-sacramento-state-hornets-201412110494","20141211","home","sacramento-state-hornets","Big Sky", 62,73,116.94, 94.51,0.47,0.33,0.95,6,15,11,0,15,"cal-state-fullerton-titans","Big West", 58,59,102.22,126.47,0.50,0.33,0.60,6,19,5,0,19
"depaul-blue-demons-george-washington-colonials-201412110227","20141211","home","george-washington-colonials","Atlantic Ten", 70,81,115.86, 97.27,0.57,0.60,0.52,10,22,10,4,16,"depaul-blue-demons","Big East", 71,68, 96.18,114.56,0.49,0.35,0.57,5,21,9,5,24
"eastern-washington-eagles-san-francisco-dons-201412110499","20141211","away","eastern-washington-eagles","Big Sky", 72,81,111.98,105.07,0.42,0.48,0.73,6,16,9,5,22,"san-francisco-dons","West Coast", 66,76,116.00,123.63,0.48,0.30,0.53,17,25,6,5,22
"elon-phoenix-missouri-tigers-201412110367","20141211","home","missouri-tigers","Southeastern", 66,78,119.05,111.42,0.45,0.44,0.80,9,24,5,3,25,"elon-phoenix","Southern", 72,73,100.85,107.76,0.36,0.36,0.71,14,19,4,0,26
"idaho-vandals-western-illinois-leathernecks-201412110638","20141211","home","western-illinois-leathernecks","Summit", 74,78,105.18,101.13,0.42,0.42,0.67,6,27,6,0,16,"idaho-vandals","Western Athletic", 75,75,100.00,104.00,0.47,0.50,0.80,4,32,2,1,24
"maine-black-bears-boston-college-eagles-201412110058","20141211","home","boston-college-eagles","Atlantic Coast", 64,85,132.60,115.44,0.54,0.41,0.69,8,17,12,3,16,"maine-black-bears","America East", 66,74,111.59,128.18,0.50,0.41,0.88,8,20,2,1,22
"san-diego-toreros-uc-santa-barbara-gauchos-201412110501","20141211","away","san-diego-toreros","West Coast", 64,79,124.31,102.28,0.47,0.71,0.84,6,26,2,1,18,"uc-santa-barbara-gauchos","Big West", 66,65, 98.16,119.31,0.40,0.43,0.71,10,20,5,8,27
"south-carolina-state-bulldogs-charleston-cougars-201412110107","20141211","home","charleston-cougars","Colonial Athletic", 58,50, 86.70, 81.50,0.31,0.33,0.71,10,22,10,3,14,"south-carolina-state-bulldogs","Mid-Eastern", 59,47, 80.03, 85.14,0.33,0.29,0.69,12,22,5,7,15
"ucf-knights-uic-flames-201412110268","20141211","home","uic-flames","Horizon League", 65,71,108.44, 91.64,0.42,0.32,0.66,11,22,8,2,17,"ucf-knights","American Athletic", 67,60, 89.25,105.62,0.44,0.38,0.68,4,24,4,4,23
"wright-state-raiders-belmont-bruins-201412110047","20141211","away","wright-state-raiders","Horizon League", 64,79,123.38,110.88,0.56,0.67,0.75,6,21,3,3,21,"belmont-bruins","Ohio Valley", 63,71,113.00,125.73,0.44,0.37,0.77,8,18,7,2,15
