"game_key","date","win_court","win_team","win_conference","win_possessions","win_points_scored","win_offensive_rating","win_defensive_rating","win_field_goal_fraction","win_three_point_fraction","win_free_throw_fraction","win_offensive_rebounds","win_defensive_rebounds","win_steals","win_blocked_shots","win_personal_fouls","loss_team","loss_conference","loss_possessions","loss_points_scored","loss_offensive_rating","loss_defensive_rating","loss_field_goal_fraction","loss_three_point_fraction","loss_free_throw_fraction","loss_offensive_rebounds","loss_defensive_rebounds","loss_steals","loss_blocked_shots","loss_personal_fouls"
"american-university-eagles-lehigh-mountain-hawks-201502120303","20150212","home","lehigh-mountain-hawks","Patriot League", 61,65,105.92, 94.51,0.45,0.36,0.87,4,21,6,7,13,"american-university-eagles","Patriot League", 61,58, 95.63,107.18,0.39,0.40,0.77,7,18,7,2,20
"arkansas-state-red-wolves-georgia-southern-eagles-201502120226","20150212","home","georgia-southern-eagles","Southern", 64,65,100.87, 93.11,0.46,0.26,0.33,7,24,7,2,16,"arkansas-state-red-wolves","Sun Belt", 61,60, 98.35,106.54,0.42,0.22,0.44,15,29,2,1,17
"bakersfield-roadrunners-texas-pan-american-broncs-201502120601","20150212","away","bakersfield-roadrunners","Western Athletic", 57,66,115.84, 94.78,0.45,0.19,0.81,11,24,4,1,23,"texas-pan-american-broncs","Western Athletic", 59,54, 91.06,111.29,0.38,0.22,0.76,1,15,4,4,17
"bryant-bulldogs-fairleigh-dickinson-knights-201502120200","20150212","away","bryant-bulldogs","Northeast", 63,74,117.86,113.09,0.55,0.42,0.67,4,24,3,1,18,"fairleigh-dickinson-knights","Northeast", 63,71,113.09,117.86,0.38,0.21,0.96,6,18,10,3,19
"cal-state-fullerton-titans-uc-davis-aggies-201502120088","20150212","home","uc-davis-aggies","Big West", 66,75,114.01,104.89,0.43,0.44,0.72,7,21,7,0,19,"cal-state-fullerton-titans","Big West", 64,69,107.32,116.65,0.45,0.25,0.71,10,17,7,1,27
"california-golden-bears-colorado-buffaloes-201502120125","20150212","away","california-golden-bears","Pac-12", 62,68,108.85, 97.64,0.42,0.45,0.71,8,23,7,5,20,"colorado-buffaloes","Pac-12", 64,61, 94.87,105.76,0.37,0.30,0.67,15,27,4,10,17
"central-connecticut-state-blue-devils-saint-francis-u-red-flash-201502120533","20150212","home","saint-francis-u-red-flash","Northeast", 65,74,113.07, 96.26,0.44,0.32,0.77,10,22,9,3,15,"central-connecticut-state-blue-devils","Northeast", 65,63, 96.47,113.32,0.42,0.29,0.79,9,25,7,3,12
"charlotte-49ers-utep-miners-201502120589","20150212","home","utep-miners","Conference USA", 65,73,111.95,104.28,0.49,0.38,0.74,7,17,8,3,14,"charlotte-49ers","Conference USA", 70,68, 96.73,103.85,0.45,0.45,0.82,13,22,8,1,18
"csun-matadors-cal-poly-mustangs-201502120094","20150212","home","cal-poly-mustangs","Big West", 62,70,113.75,102.38,0.46,0.32,0.61,9,25,3,8,17,"csun-matadors","Big West", 62,63,101.67,112.96,0.40,0.40,0.83,6,20,3,0,26
"eastern-illinois-panthers-austin-peay-governors-201502120032","20150212","away","eastern-illinois-panthers","Ohio Valley", 64,66,103.89, 86.58,0.57,0.36,0.85,1,22,8,6,22,"austin-peay-governors","Ohio Valley", 66,55, 83.76,100.51,0.33,0.14,0.71,12,18,8,4,17
