"game_key","date","win_court","win_team","win_conference","win_possessions","win_points_scored","win_offensive_rating","win_defensive_rating","win_field_goal_fraction","win_three_point_fraction","win_free_throw_fraction","win_offensive_rebounds","win_defensive_rebounds","win_steals","win_blocked_shots","win_personal_fouls","loss_team","loss_conference","loss_possessions","loss_points_scored","loss_offensive_rating","loss_defensive_rating","loss_field_goal_fraction","loss_three_point_fraction","loss_free_throw_fraction","loss_offensive_rebounds","loss_defensive_rebounds","loss_steals","loss_blocked_shots","loss_personal_fouls"
"air-force-falcons-colorado-buffaloes-201411250125","20141125","home","colorado-buffaloes","Pac-12", 62,68,109.99, 85.73,0.44,0.44,0.79,10,27,7,7,22,"air-force-falcons","Mountain West", 64,53, 83.02,106.52,0.33,0.20,0.65,8,15,10,4,20
"akron-zips-penn-state-nittany-lions-201411250459","20141125","home","penn-state-nittany-lions","Big Ten", 68,78,113.88,105.12,0.46,0.37,0.73,10,26,4,9,15,"akron-zips","Mid-American", 68,72,105.52,114.32,0.39,0.35,0.94,8,21,5,6,21
"alabama-crimson-tide-arizona-state-sun-devils-201411250018","20141125","away","alabama-crimson-tide","Southeastern", 66,76,115.11,107.54,0.42,0.36,0.90,4,24,5,4,22,"arizona-state-sun-devils","Pac-12", 68,71,105.05,112.45,0.43,0.30,0.58,8,22,4,2,22
"arkansas-razorbacks-smu-mustangs-201411250515","20141125","away","arkansas-razorbacks","Southeastern", 71,78,110.28,101.80,0.45,0.40,0.73,8,19,10,1,28,"smu-mustangs","American Athletic", 71,72,101.94,110.43,0.46,0.22,0.70,11,20,6,1,24
"binghamton-bearcats-army-black-knights-201411250024","20141125","home","army-black-knights","Patriot League", 68,80,117.95, 79.62,0.48,0.41,0.79,9,25,7,2,20,"binghamton-bearcats","America East", 66,54, 82.12,121.65,0.31,0.24,0.80,11,23,3,4,18
"boise-state-broncos-idaho-vandals-201411250263","20141125","away","boise-state-broncos","Mountain West", 66,86,130.16,113.51,0.55,0.50,0.78,5,23,4,1,22,"idaho-vandals","Western Athletic", 65,75,115.02,131.89,0.45,0.61,0.61,8,17,2,1,24
"boston-university-terriers-new-hampshire-wildcats-201411250403","20141125","home","new-hampshire-wildcats","America East", 66,75,114.30,103.63,0.41,0.33,0.81,6,24,4,0,21,"boston-university-terriers","Patriot League", 65,68,105.33,116.17,0.37,0.30,0.73,13,23,3,2,21
"buffalo-bulls-grand-canyon-antelopes-201411250237","20141125","away","buffalo-bulls","Mid-American", 68,80,118.46, 94.76,0.52,0.41,0.65,11,27,10,3,26,"grand-canyon-antelopes","Western Athletic", 75,64, 85.72,107.15,0.32,0.30,0.69,11,20,7,0,23
"cal-state-fullerton-titans-usc-trojans-201411250609","20141125","home","usc-trojans","Pac-12", 63,53, 84.09, 77.75,0.39,0.21,0.29,13,27,7,8,14,"cal-state-fullerton-titans","Big West", 64,49, 77.01, 83.30,0.32,0.35,0.67,10,26,4,2,12
"central-arkansas-bears-charleston-southern-buccaneers-201411250111","20141125","home","charleston-southern-buccaneers","Big South", 73,80,109.29, 91.53,0.43,0.35,0.57,10,21,7,3,21,"central-arkansas-bears","Southland", 72,67, 92.75,110.74,0.42,0.43,0.70,6,28,6,6,23
"chicago-state-cougars-oakland-golden-grizzlies-201411250441","20141125","home","oakland-golden-grizzlies","Horizon League", 66,70,106.76, 86.93,0.45,0.41,0.61,6,27,4,4,12,"chicago-state-cougars","Western Athletic", 64,57, 89.15,109.48,0.35,0.32,0.56,10,26,6,5,24
"citadel-bulldogs-florida-state-seminoles-201411250213","20141125","home","florida-state-seminoles","Atlantic Coast", 51,66,129.78,108.15,0.61,0.43,0.67,5,16,6,2,12,"citadel-bulldogs","Southern", 55,55,100.78,120.93,0.47,0.41,0.67,6,14,4,1,20
"delaware-fightin-blue-hens-stanford-cardinal-201411250545","20141125","home","stanford-cardinal","Pac-12", 72,84,117.45, 65.72,0.44,0.36,0.75,9,35,6,3,13,"delaware-fightin-blue-hens","Colonial Athletic", 65,47, 72.21,129.06,0.29,0.29,0.62,9,22,2,5,20
"detroit-titans-toledo-rockets-201411250594","20141125","away","detroit-titans","Horizon League", 67,82,122.73,118.24,0.53,0.41,0.94,7,20,10,1,19,"toledo-rockets","Mid-American", 68,79,115.94,120.35,0.56,0.32,0.86,1,18,3,4,15
"east-carolina-pirates-fresno-state-bulldogs-201411250217","20141125","away","east-carolina-pirates","Conference USA", 57,58,102.62, 92.00,0.43,0.25,0.64,6,23,3,1,15,"fresno-state-bulldogs","Mountain West", 59,52, 87.93, 98.08,0.33,0.21,0.94,3,20,4,1,21
"eastern-illinois-panthers-creighton-bluejays-201411250133","20141125","home","creighton-bluejays","Big East", 58,75,128.34, 90.69,0.52,0.38,0.60,11,23,4,0,19,"eastern-illinois-panthers","Ohio Valley", 54,53, 97.46,137.91,0.44,0.32,0.21,9,14,2,3,19
"fairleigh-dickinson-knights-columbia-lions-201411250127","20141125","home","columbia-lions","Ivy League", 54,57,105.46, 86.96,0.31,0.29,0.79,14,20,5,5,17,"fairleigh-dickinson-knights","Northeast", 55,47, 85.63,103.85,0.36,0.17,0.92,7,14,3,1,23
"fgcu-eagles-san-francisco-dons-201411250499","20141125","away","fgcu-eagles","Atlantic Sun", 70,62, 88.68, 67.23,0.37,0.33,0.63,12,29,8,7,25,"san-francisco-dons","West Coast", 69,47, 67.90, 89.57,0.25,0.23,0.39,19,24,13,1,24
"green-bay-phoenix-evansville-aces-201411250193","20141125","away","green-bay-phoenix","Horizon League", 60,64,106.75,103.42,0.50,0.21,0.59,7,20,10,3,16,"evansville-aces","Missouri Valley", 62,62, 99.97,103.20,0.43,0.37,0.69,6,20,3,0,17
"hartford-hawks-quinnipiac-bobcats-201411251115","20141125","away","hartford-hawks","America East", 61,54, 87.86, 81.35,0.33,0.36,0.74,2,24,5,1,17,"quinnipiac-bobcats","Metro Atlantic Athletic", 64,50, 78.26, 84.52,0.33,0.00,0.78,11,32,6,9,18
"hofstra-pride-south-florida-bulls-201411250526","20141125","home","south-florida-bulls","American Athletic", 66,71,107.50,105.98,0.53,0.35,0.38,4,24,6,7,19,"hofstra-pride","Colonial Athletic", 68,70,102.27,103.73,0.41,0.42,0.61,7,23,7,1,10
"houston-cougars-harvard-crimson-201411250245","20141125","home","harvard-crimson","Ivy League", 65,84,129.92, 97.44,0.53,0.46,0.85,11,29,5,6,18,"houston-cougars","American Athletic", 64,63, 97.84,130.45,0.33,0.40,0.65,14,15,4,5,23
"howard-bison-umbc-retrievers-201411250346","20141125","away","howard-bison","Mid-Eastern", 63,68,107.61, 85.45,0.49,0.36,0.67,9,27,8,7,20,"umbc-retrievers","America East", 65,54, 82.57,103.98,0.36,0.17,0.73,8,18,5,0,21
"iupui-jaguars-drake-bulldogs-201411250170","20141125","home","drake-bulldogs","Missouri Valley", 60,73,121.57, 99.92,0.61,0.31,0.72,7,21,4,6,20,"iupui-jaguars","Summit", 63,60, 95.49,116.18,0.36,0.24,0.73,12,15,9,2,21
"jackson-state-tigers-st-bonaventure-bonnies-201411250531","20141125","home","st-bonaventure-bonnies","Atlantic Ten", 69,79,115.21,103.55,0.44,0.38,0.72,12,28,3,6,18,"jackson-state-tigers","Southwestern Athletic", 69,71,103.44,115.09,0.40,0.37,0.90,6,18,9,4,33
"jacksonville-state-gamecocks-alabama-am-bulldogs-201411251037","20141125","away","jacksonville-state-gamecocks","Ohio Valley", 69,67, 97.75, 88.99,0.42,0.32,0.62,8,23,12,2,24,"alabama-am-bulldogs","Southwestern Athletic", 70,61, 87.13, 95.70,0.37,0.22,0.65,14,24,7,3,22
"kansas-state-wildcats-arizona-wildcats-201411250017","20141125","home","arizona-wildcats","Pac-12", 59,72,122.35,115.55,0.53,0.40,0.71,8,22,4,4,18,"kansas-state-wildcats","Big 12", 64,68,106.68,112.95,0.45,0.58,0.71,5,14,5,1,23
"lamar-cardinals-arkansas-state-red-wolves-201411250022","20141125","away","lamar-cardinals","Southland", 62,63,100.85, 92.84,0.45,0.29,0.59,9,17,8,1,25,"arkansas-state-red-wolves","Sun Belt", 61,58, 94.59,102.74,0.41,0.29,0.60,9,19,3,3,17
"liberty-flames-north-florida-ospreys-201411250434","20141125","home","north-florida-ospreys","Atlantic Sun", 67,77,115.08, 85.19,0.47,0.39,0.75,8,22,7,4,18,"liberty-flames","Big South", 66,57, 86.08,116.29,0.41,0.45,0.57,9,19,6,4,13
"liu-brooklyn-blackbirds-saint-josephs-hawks-201411250535","20141125","home","saint-josephs-hawks","Atlantic Ten", 67,74,110.16,104.20,0.43,0.26,0.57,15,24,3,6,15,"liu-brooklyn-blackbirds","Northeast", 67,70,103.91,109.84,0.43,0.37,0.69,11,24,8,4,21
