"game_key","date","win_court","win_team","win_conference","win_possessions","win_points_scored","win_offensive_rating","win_defensive_rating","win_field_goal_fraction","win_three_point_fraction","win_free_throw_fraction","win_offensive_rebounds","win_defensive_rebounds","win_steals","win_blocked_shots","win_personal_fouls","loss_team","loss_conference","loss_possessions","loss_points_scored","loss_offensive_rating","loss_defensive_rating","loss_field_goal_fraction","loss_three_point_fraction","loss_free_throw_fraction","loss_offensive_rebounds","loss_defensive_rebounds","loss_steals","loss_blocked_shots","loss_personal_fouls"
"akron-zips-buffalo-bulls-201503130071","20150313","home","buffalo-bulls","Mid-American", 66,68,103.14, 89.49,0.36,0.15,0.67,16,30,8,3,15,"akron-zips","Mid-American", 67,59, 88.37,101.85,0.37,0.23,0.78,4,30,3,1,25
"auburn-tigers-lsu-tigers-201503130319","20150313","away","auburn-tigers","Southeastern", 72,73,101.25, 97.09,0.37,0.44,0.67,10,25,7,2,27,"lsu-tigers","Southeastern", 72,70, 97.35,101.52,0.36,0.41,0.57,15,26,5,8,26
"bakersfield-roadrunners-new-mexico-state-aggies-201503130405","20150313","home","new-mexico-state-aggies","Western Athletic", 54,57,105.60, 98.19,0.45,0.30,0.73,11,20,5,5,12,"bakersfield-roadrunners","Western Athletic", 54,53, 97.54,104.90,0.39,0.27,0.75,9,11,7,1,15
"baylor-bears-kansas-jayhawks-201503130287","20150313","home","kansas-jayhawks","Big 12", 68,62, 91.19, 76.48,0.43,0.25,0.63,8,28,9,4,13,"baylor-bears","Big 12", 67,52, 77.83, 92.79,0.33,0.18,0.62,13,21,13,5,23
"cincinnati-bearcats-connecticut-huskies-201503130129","20150313","home","connecticut-huskies","American Athletic", 51,57,111.35,105.49,0.38,0.37,0.57,8,18,1,2,13,"cincinnati-bearcats","American Athletic", 49,54,109.81,115.91,0.45,0.45,0.64,10,23,2,4,14
"colorado-state-rams-san-diego-state-aztecs-201503130498","20150313","home","san-diego-state-aztecs","Mountain West", 55,56,101.85, 78.20,0.44,0.42,0.56,5,24,4,4,8,"colorado-state-rams","Mountain West", 51,43, 83.92,109.29,0.32,0.30,0.60,10,21,1,8,11
"delaware-state-hornets-north-carolina-central-eagles-201503130907","20150313","away","delaware-state-hornets","Mid-Eastern", 57,63,109.60, 99.16,0.40,0.35,0.72,7,22,1,5,15,"north-carolina-central-eagles","Mid-Eastern", 58,57, 98.59,108.97,0.44,0.38,0.64,6,20,3,5,22
"east-carolina-pirates-smu-mustangs-201503130515","20150313","home","smu-mustangs","American Athletic", 65,74,114.54,105.25,0.47,0.33,0.68,10,19,11,2,9,"east-carolina-pirates","Conference USA", 62,68,109.31,118.96,0.45,0.44,0.88,4,21,6,6,20
"florida-gators-kentucky-wildcats-201503130292","20150313","home","kentucky-wildcats","Southeastern", 57,64,113.14, 86.62,0.38,0.30,0.83,14,22,5,6,11,"florida-gators","Southeastern", 60,49, 81.83,106.88,0.39,0.18,0.60,8,19,3,4,18
"george-washington-colonials-rhode-island-rams-201503130485","20150313","home","rhode-island-rams","Atlantic Ten", 70,71,101.45, 82.88,0.42,0.36,0.66,4,29,6,9,21,"george-washington-colonials","Atlantic Ten", 72,58, 80.74, 98.84,0.31,0.06,0.70,11,28,4,3,27
