"game_key","date","win_court","win_team","win_conference","win_possessions","win_points_scored","win_offensive_rating","win_defensive_rating","win_field_goal_fraction","win_three_point_fraction","win_free_throw_fraction","win_offensive_rebounds","win_defensive_rebounds","win_steals","win_blocked_shots","win_personal_fouls","loss_team","loss_conference","loss_possessions","loss_points_scored","loss_offensive_rating","loss_defensive_rating","loss_field_goal_fraction","loss_three_point_fraction","loss_free_throw_fraction","loss_offensive_rebounds","loss_defensive_rebounds","loss_steals","loss_blocked_shots","loss_personal_fouls"
"binghamton-bearcats-massachusetts-lowell-river-hawks-201501021543","20150102","home","massachusetts-lowell-river-hawks","America East", 64,50, 77.97, 62.38,0.44,0.23,0.88,3,25,9,0,16,"binghamton-bearcats","America East", 66,40, 60.69, 75.87,0.33,0.12,0.71,3,21,13,0,16
"detroit-titans-wright-state-raiders-201501020660","20150102","home","wright-state-raiders","Horizon League", 63,70,111.79, 91.03,0.50,0.37,0.45,7,25,5,4,13,"detroit-titans","Horizon League", 60,57, 94.85,116.48,0.35,0.62,0.69,10,22,3,3,11
"florida-state-seminoles-mississippi-state-bulldogs-201501020366","20150102","home","mississippi-state-bulldogs","Southeastern", 61,62,102.23, 90.69,0.46,0.14,0.92,7,19,10,4,23,"florida-state-seminoles","Atlantic Coast", 58,55, 95.45,107.59,0.44,0.43,0.58,10,13,4,5,17
"manhattan-jaspers-niagara-purple-eagles-201501020408","20150102","home","niagara-purple-eagles","Metro Atlantic Athletic", 64,73,113.88, 95.16,0.60,0.54,0.55,8,23,9,1,15,"manhattan-jaspers","Metro Atlantic Athletic", 64,61, 96.02,114.91,0.36,0.30,0.77,13,13,7,1,25
"milwaukee-panthers-cleveland-state-vikings-201501020121","20150102","home","cleveland-state-vikings","Horizon League", 59,84,143.03, 97.06,0.58,0.45,0.85,9,18,9,1,21,"milwaukee-panthers","Horizon League", 59,57, 96.78,142.62,0.35,0.32,0.85,6,18,3,1,15
"morgan-state-bears-csun-matadors-201501020419","20150102","home","csun-matadors","Big West", 60,78,130.21,103.50,0.47,0.56,0.79,11,27,1,6,16,"morgan-state-bears","Mid-Eastern", 61,62,100.87,126.90,0.34,0.27,0.63,9,21,3,3,18
"njit-highlanders-umbc-retrievers-201501020346","20150102","away","njit-highlanders","Independents", 59,70,118.37, 93.01,0.50,0.41,0.56,8,19,13,3,20,"umbc-retrievers","America East", 61,55, 90.90,115.69,0.41,0.24,0.68,12,20,4,4,17
"north-florida-ospreys-alabama-crimson-tide-201501020006","20150102","home","alabama-crimson-tide","Southeastern", 61,76,124.57, 99.99,0.53,0.30,0.72,11,24,9,2,18,"north-florida-ospreys","Atlantic Sun", 63,61, 96.24,119.90,0.40,0.47,0.74,8,16,7,2,14
"rider-broncs-marist-red-foxes-201501020338","20150102","away","rider-broncs","Metro Atlantic Athletic", 65,69,106.40, 90.98,0.44,0.26,0.67,14,24,13,1,15,"marist-red-foxes","Metro Atlantic Athletic", 67,59, 87.99,102.90,0.42,0.36,0.67,9,21,9,1,16
"saint-peters-peacocks-quinnipiac-bobcats-201501021115","20150102","away","saint-peters-peacocks","Metro Atlantic Athletic", 67,66, 98.53, 89.57,0.36,0.33,0.62,10,25,8,3,21,"quinnipiac-bobcats","Metro Atlantic Athletic", 69,60, 86.39, 95.02,0.32,0.11,0.77,14,31,3,7,20
