"game_key","date","win_court","win_team","win_conference","win_possessions","win_points_scored","win_offensive_rating","win_defensive_rating","win_field_goal_fraction","win_three_point_fraction","win_free_throw_fraction","win_offensive_rebounds","win_defensive_rebounds","win_steals","win_blocked_shots","win_personal_fouls","loss_team","loss_conference","loss_possessions","loss_points_scored","loss_offensive_rating","loss_defensive_rating","loss_field_goal_fraction","loss_three_point_fraction","loss_free_throw_fraction","loss_offensive_rebounds","loss_defensive_rebounds","loss_steals","loss_blocked_shots","loss_personal_fouls"
"alabama-am-bulldogs-western-michigan-broncos-201412220640","20141222","home","western-michigan-broncos","Mid-American", 61,71,116.75,101.95,0.55,0.50,0.77,4,12,8,2,10,"alabama-am-bulldogs","Southwestern Athletic", 59,62,104.42,119.58,0.51,0.48,0.67,8,16,3,0,23
"binghamton-bearcats-mount-st-marys-mountaineers-201412220378","20141222","home","mount-st-marys-mountaineers","Northeast", 62,69,112.09,110.46,0.43,0.32,0.73,15,17,8,0,23,"binghamton-bearcats","America East", 62,68,108.93,110.53,0.57,0.54,0.58,8,16,6,1,17
"boise-state-broncos-houston-cougars-201412220254","20141222","away","boise-state-broncos","Mountain West", 73,75,103.17,100.42,0.47,0.42,0.61,5,30,5,2,26,"houston-cougars","American Athletic", 79,73, 92.99, 95.54,0.37,0.25,0.59,13,24,4,7,25
"bradley-braves-ualr-trojans-201412220020","20141222","home","ualr-trojans","Sun Belt", 58,64,109.97, 92.78,0.40,0.36,0.63,7,24,4,10,16,"bradley-braves","Missouri Valley", 68,54, 79.84, 94.63,0.29,0.33,0.55,14,22,5,3,27
"brown-bears-central-connecticut-state-blue-devils-201412220102","20141222","away","brown-bears","Ivy League", 68,67, 98.86, 81.15,0.46,0.45,0.75,8,29,6,7,17,"central-connecticut-state-blue-devils","Northeast", 67,55, 81.70, 99.52,0.32,0.31,0.73,9,19,9,7,14
"bucknell-bison-wake-forest-demon-deacons-201412220628","20141222","home","wake-forest-demon-deacons","Atlantic Coast", 60,60, 99.80, 88.16,0.36,0.33,0.57,13,25,11,9,22,"bucknell-bison","Patriot League", 66,53, 80.77, 91.44,0.29,0.23,0.77,9,20,4,2,30
"central-michigan-chippewas-mcneese-state-cowboys-201412220345","20141222","away","central-michigan-chippewas","Mid-American", 65,87,133.32, 88.88,0.50,0.36,0.67,15,28,5,2,18,"mcneese-state-cowboys","Southland", 63,58, 92.17,138.25,0.33,0.29,0.61,13,17,4,4,19
"charleston-cougars-lsu-tigers-201412220319","20141222","home","lsu-tigers","Southeastern", 71,71,100.25, 66.36,0.48,0.46,0.72,7,34,8,11,16,"charleston-cougars","Colonial Athletic", 73,47, 64.67, 97.70,0.28,0.27,0.67,11,20,14,1,21
"charleston-southern-buccaneers-colorado-state-rams-201412220126","20141222","home","colorado-state-rams","Mountain West", 64,75,116.65, 83.99,0.49,0.45,0.67,6,28,6,0,21,"charleston-southern-buccaneers","Big South", 66,54, 82.06,113.97,0.34,0.30,0.78,5,21,4,0,22
"chicago-state-cougars-siue-cougars-201412221196","20141222","home","siue-cougars","Ohio Valley", 71,63, 89.13, 53.76,0.38,0.47,0.54,8,27,11,5,13,"chicago-state-cougars","Western Athletic", 70,38, 53.95, 89.44,0.30,0.25,0.20,7,25,9,3,26
"citadel-bulldogs-michigan-state-spartans-201412220358","20141222","home","michigan-state-spartans","Big Ten", 61,82,133.41, 91.11,0.60,0.36,0.74,8,24,8,2,15,"citadel-bulldogs","Southern", 64,56, 88.15,129.08,0.42,0.38,0.62,3,13,3,1,17
"colgate-raiders-syracuse-orange-201412220553","20141222","home","syracuse-orange","Atlantic Coast", 62,78,125.05, 68.94,0.47,0.50,0.57,11,28,10,6,8,"colgate-raiders","Patriot League", 64,43, 67.43,122.32,0.35,0.13,0.67,8,22,4,1,14
"columbia-lions-connecticut-huskies-201412220129","20141222","home","connecticut-huskies","American Athletic", 61,80,132.12,107.35,0.57,0.56,0.88,4,18,4,4,10,"columbia-lions","Ivy League", 59,65,110.41,135.89,0.45,0.32,0.71,9,12,6,2,15
"coppin-state-eagles-michigan-wolverines-201412220357","20141222","home","michigan-wolverines","Big Ten", 66,72,109.73, 85.35,0.47,0.31,0.54,9,29,3,3,10,"coppin-state-eagles","Mid-Eastern", 68,56, 82.33,105.86,0.34,0.27,0.83,4,24,7,0,22
