"game_key","date","win_court","win_team","win_conference","win_possessions","win_points_scored","win_offensive_rating","win_defensive_rating","win_field_goal_fraction","win_three_point_fraction","win_free_throw_fraction","win_offensive_rebounds","win_defensive_rebounds","win_steals","win_blocked_shots","win_personal_fouls","loss_team","loss_conference","loss_possessions","loss_points_scored","loss_offensive_rating","loss_defensive_rating","loss_field_goal_fraction","loss_three_point_fraction","loss_free_throw_fraction","loss_offensive_rebounds","loss_defensive_rebounds","loss_steals","loss_blocked_shots","loss_personal_fouls"
"arkansas-razorbacks-clemson-tigers-201412070120","20141207","home","clemson-tigers","Atlantic Coast", 63,68,107.90,103.14,0.46,0.29,0.71,11,18,7,2,13,"arkansas-razorbacks","Southeastern", 65,65,100.01,104.63,0.44,0.29,0.75,8,14,7,2,17
"buffalo-bulls-robert-morris-colonials-201412070489","20141207","away","buffalo-bulls","Mid-American", 73,74,100.96, 80.50,0.44,0.33,0.73,9,22,10,2,19,"robert-morris-colonials","Northeast", 72,59, 82.33,103.26,0.48,0.20,0.64,4,22,8,4,23
"california-golden-bears-nevada-wolf-pack-201412070402","20141207","away","california-golden-bears","Pac-12", 60,63,104.92, 93.26,0.39,0.25,0.67,10,25,3,3,20,"nevada-wolf-pack","Mountain West", 59,56, 94.35,106.15,0.33,0.12,0.70,10,27,1,4,17
"charlotte-49ers-george-washington-colonials-201412070227","20141207","home","george-washington-colonials","Atlantic Ten", 66,78,118.61,106.45,0.55,0.50,0.75,8,25,5,8,15,"charlotte-49ers","Conference USA", 69,70,101.63,113.24,0.39,0.42,0.60,18,18,10,4,20
"colorado-buffaloes-georgia-bulldogs-201412070230","20141207","home","georgia-bulldogs","Southeastern", 58,64,109.42, 97.46,0.48,0.44,0.65,8,23,5,3,17,"colorado-buffaloes","Pac-12", 65,57, 87.90, 98.69,0.36,0.12,0.72,13,19,9,6,19
"creighton-bluejays-nebraska-cornhuskers-201412070400","20141207","away","creighton-bluejays","Big East", 59,65,110.50, 93.50,0.47,0.43,0.78,6,27,1,3,13,"nebraska-cornhuskers","Big Ten", 59,55, 92.70,109.56,0.38,0.26,0.38,14,18,4,3,17
"delaware-state-hornets-delaware-fightin-blue-hens-201412070159","20141207","away","delaware-state-hornets","Mid-Eastern", 63,66,104.29, 83.74,0.43,0.22,0.70,10,32,5,7,23,"delaware-fightin-blue-hens","Colonial Athletic", 63,53, 84.35,105.04,0.30,0.22,0.59,8,20,7,5,19
"east-carolina-pirates-north-carolina-tar-heels-201412070413","20141207","home","north-carolina-tar-heels","Atlantic Coast", 75,108,143.40, 84.98,0.60,0.14,0.77,15,35,7,5,16,"east-carolina-pirates","Conference USA", 74,64, 86.55,146.06,0.33,0.16,0.74,11,13,2,0,19
"eastern-kentucky-colonels-kentucky-wildcats-201412070292","20141207","home","kentucky-wildcats","Southeastern", 73,82,112.28, 67.09,0.57,0.23,0.76,7,38,6,11,14,"eastern-kentucky-colonels","Ohio Valley", 70,49, 70.16,117.41,0.26,0.20,0.70,12,13,8,1,17
"fairfield-stags-quinnipiac-bobcats-201412071115","20141207","away","fairfield-stags","Metro Atlantic Athletic", 70,56, 80.52, 74.76,0.35,0.29,0.64,4,23,10,6,23,"quinnipiac-bobcats","Metro Atlantic Athletic", 66,52, 79.31, 85.41,0.30,0.18,0.71,15,30,5,4,20
"fgcu-eagles-massachusetts-minutemen-201412070344","20141207","away","fgcu-eagles","Atlantic Sun", 71,84,118.20,105.54,0.44,0.56,0.84,12,20,6,3,21,"massachusetts-minutemen","Atlantic Ten", 71,75,105.22,117.85,0.43,0.40,0.77,9,22,5,9,17
"hofstra-pride-appalachian-state-mountaineers-201412070016","20141207","away","hofstra-pride","Colonial Athletic", 63,68,107.45, 80.58,0.40,0.33,0.70,6,24,6,2,17,"appalachian-state-mountaineers","Southern", 63,51, 80.98,107.98,0.34,0.18,0.75,10,28,1,3,21
"houston-baptist-huskies-san-francisco-dons-201412070499","20141207","home","san-francisco-dons","West Coast", 66,85,129.21, 82.09,0.56,0.57,0.69,8,21,7,1,26,"houston-baptist-huskies","Southland", 63,54, 86.21,135.70,0.31,0.27,0.63,15,14,3,1,30
"illinois-state-redbirds-uab-blazers-201412070034","20141207","away","illinois-state-redbirds","Missouri Valley", 62,78,126.71,120.21,0.54,0.29,0.73,11,17,7,7,16,"uab-blazers","Conference USA", 61,74,120.40,126.90,0.51,0.50,0.58,10,17,5,4,13
"iona-gaels-monmouth-hawks-201412070370","20141207","home","monmouth-hawks","Metro Atlantic Athletic", 74,92,124.58,120.52,0.52,0.44,0.83,9,22,10,3,15,"iona-gaels","Metro Atlantic Athletic", 76,89,116.54,120.47,0.50,0.54,0.78,5,20,8,1,20
