"game_key","date","win_court","win_team","win_conference","win_possessions","win_points_scored","win_offensive_rating","win_defensive_rating","win_field_goal_fraction","win_three_point_fraction","win_free_throw_fraction","win_offensive_rebounds","win_defensive_rebounds","win_steals","win_blocked_shots","win_personal_fouls","loss_team","loss_conference","loss_possessions","loss_points_scored","loss_offensive_rating","loss_defensive_rating","loss_field_goal_fraction","loss_three_point_fraction","loss_free_throw_fraction","loss_offensive_rebounds","loss_defensive_rebounds","loss_steals","loss_blocked_shots","loss_personal_fouls"
"appalachian-state-mountaineers-georgia-southern-eagles-201501290226","20150129","home","georgia-southern-eagles","Southern", 64,83,130.45, 72.30,0.52,0.52,0.56,8,22,14,6,16,"appalachian-state-mountaineers","Southern", 64,46, 71.33,128.71,0.29,0.11,0.77,16,18,0,4,11
"boston-university-terriers-army-black-knights-201501290024","20150129","home","army-black-knights","Patriot League", 69,71,102.68, 96.90,0.50,0.14,0.84,4,23,4,2,20,"boston-university-terriers","Patriot League", 74,67, 90.11, 95.49,0.40,0.24,0.59,8,24,5,1,19
"bryant-bulldogs-saint-francis-u-red-flash-201501290533","20150129","home","saint-francis-u-red-flash","Northeast", 62,75,120.15,108.93,0.56,0.36,0.68,2,23,7,2,19,"bryant-bulldogs","Northeast", 62,68,109.99,121.31,0.33,0.36,0.88,14,22,5,1,18
"cal-poly-mustangs-uc-irvine-anteaters-201501290089","20150129","home","uc-irvine-anteaters","Big West", 60,67,111.89, 95.19,0.47,0.50,0.80,9,24,5,8,11,"cal-poly-mustangs","Big West", 64,57, 88.88,104.48,0.42,0.33,0.75,3,21,5,3,12
"california-golden-bears-washington-state-cougars-201501290632","20150129","away","california-golden-bears","Pac-12", 64,76,118.12,104.13,0.51,0.38,0.74,8,27,2,5,21,"washington-state-cougars","Pac-12", 66,67,102.11,115.83,0.33,0.26,0.88,8,19,6,0,19
"central-connecticut-state-blue-devils-liu-brooklyn-blackbirds-201501290309","20150129","home","liu-brooklyn-blackbirds","Northeast", 67,67,100.06, 82.14,0.38,0.37,0.40,14,18,8,0,19,"central-connecticut-state-blue-devils","Northeast", 63,55, 86.84,105.79,0.50,0.29,0.62,3,25,3,5,11
"charleston-cougars-towson-tigers-201501290595","20150129","home","towson-tigers","Colonial Athletic", 63,74,116.70,110.40,0.45,0.36,0.71,12,26,3,6,23,"charleston-cougars","Colonial Athletic", 64,70,109.28,115.52,0.38,0.30,0.77,5,18,4,3,24
"chicago-state-cougars-utah-valley-wolverines-201501291424","20150129","home","utah-valley-wolverines","Western Athletic", 61,78,128.66,102.27,0.44,0.45,0.68,14,28,2,5,18,"chicago-state-cougars","Western Athletic", 62,62, 99.24,124.86,0.36,0.25,0.82,10,19,5,6,24
"colorado-buffaloes-usc-trojans-201501290609","20150129","away","colorado-buffaloes","Pac-12", 88,98,111.02,106.49,0.46,0.36,0.71,13,25,8,2,32,"usc-trojans","Pac-12", 89,94,105.71,110.21,0.42,0.41,0.66,14,25,5,4,29
"connecticut-huskies-cincinnati-bearcats-201501290116","20150129","home","cincinnati-bearcats","American Athletic", 61,70,115.19, 95.44,0.49,0.45,0.68,12,18,9,8,18,"connecticut-huskies","American Athletic", 66,58, 88.07,106.29,0.33,0.31,0.75,14,16,8,4,21
