"game_key","date","win_court","win_team","win_conference","win_possessions","win_points_scored","win_offensive_rating","win_defensive_rating","win_field_goal_fraction","win_three_point_fraction","win_free_throw_fraction","win_offensive_rebounds","win_defensive_rebounds","win_steals","win_blocked_shots","win_personal_fouls","loss_team","loss_conference","loss_possessions","loss_points_scored","loss_offensive_rating","loss_defensive_rating","loss_field_goal_fraction","loss_three_point_fraction","loss_free_throw_fraction","loss_offensive_rebounds","loss_defensive_rebounds","loss_steals","loss_blocked_shots","loss_personal_fouls"
"baylor-bears-texas-longhorns-201503020585","20150302","home","texas-longhorns","Big 12", 56,61,108.25,104.70,0.41,0.35,0.75,10,18,2,11,15,"baylor-bears","Big 12", 61,59, 96.63, 99.91,0.33,0.37,0.62,18,21,9,2,12
"bethune-cookman-wildcats-north-carolina-at-aggies-201503020410","20150302","home","north-carolina-at-aggies","Mid-Eastern", 52,67,129.97, 96.99,0.45,0.41,0.83,13,15,5,5,14,"bethune-cookman-wildcats","Mid-Eastern", 52,50, 96.23,128.95,0.36,0.36,0.73,8,15,3,0,15
"boston-college-eagles-virginia-tech-hokies-201503020620","20150302","away","boston-college-eagles","Atlantic Coast", 59,66,111.79, 99.93,0.52,0.35,0.75,2,25,6,4,14,"virginia-tech-hokies","Atlantic Coast", 62,59, 95.06,106.34,0.39,0.35,0.71,5,20,4,1,16
"central-arkansas-bears-sam-houston-state-bearkats-201503020495","20150302","home","sam-houston-state-bearkats","Southland", 59,76,129.62, 83.57,0.55,0.45,0.76,9,25,6,5,16,"central-arkansas-bears","Southland", 61,49, 80.13,124.28,0.30,0.36,0.83,12,16,6,2,16
"grambling-state-tigers-mississippi-valley-state-delta-devils-201503020364","20150302","home","mississippi-valley-state-delta-devils","Southwestern Athletic", 69,66, 95.72, 89.92,0.42,0.15,0.48,11,27,6,1,15,"grambling-state-tigers","Southwestern Athletic", 68,62, 91.41, 97.31,0.39,0.53,0.57,11,27,3,2,20
"hampton-pirates-delaware-state-hornets-201503020160","20150302","home","delaware-state-hornets","Mid-Eastern", 67,85,127.31,112.33,0.50,0.50,0.78,9,26,3,3,17,"hampton-pirates","Mid-Eastern", 69,75,108.47,122.93,0.44,0.23,0.74,8,20,7,3,18
"incarnate-word-cardinals-stephen-f-austin-lumberjacks-201503020547","20150302","home","stephen-f-austin-lumberjacks","Southland", 71,83,117.71, 87.93,0.46,0.30,0.95,10,26,8,3,19,"incarnate-word-cardinals","Southland", 67,62, 92.79,124.22,0.45,0.50,0.75,2,19,7,3,19
"jackson-state-tigers-uapb-golden-lions-201503020035","20150302","home","uapb-golden-lions","Southwestern Athletic", 60,64,107.14,103.79,0.44,0.30,0.73,8,12,9,4,13,"jackson-state-tigers","Southwestern Athletic", 62,62, 99.82,103.04,0.48,0.31,0.67,9,22,3,3,12
"lamar-cardinals-mcneese-state-cowboys-201503020345","20150302","home","mcneese-state-cowboys","Southland", 58,70,120.52,118.80,0.52,0.69,0.55,6,15,6,7,13,"lamar-cardinals","Southland", 57,69,120.90,122.65,0.46,0.43,0.64,14,20,5,4,12
"nicholls-colonels-new-orleans-privateers-201503020406","20150302","away","nicholls-colonels","Southland", 77,89,115.81,102.80,0.49,0.45,0.61,10,20,7,7,22,"new-orleans-privateers","Southland", 75,79,105.94,119.35,0.34,0.37,0.85,17,25,11,5,32
"norfolk-state-spartans-howard-bison-201503020256","20150302","home","howard-bison","Mid-Eastern", 66,61, 92.06, 89.04,0.38,0.24,0.79,12,20,8,8,20,"norfolk-state-spartans","Mid-Eastern", 67,59, 87.83, 90.81,0.37,0.08,0.67,16,23,2,5,25
"north-carolina-central-eagles-savannah-state-tigers-201503021066","20150302","away","north-carolina-central-eagles","Mid-Eastern", 58,62,106.75, 84.37,0.53,0.50,0.75,3,28,8,4,17,"savannah-state-tigers","Mid-Eastern", 59,49, 83.71,105.92,0.34,0.24,0.52,11,18,12,6,16
"oklahoma-sooners-iowa-state-cyclones-201503020277","20150302","home","iowa-state-cyclones","Big 12", 73,77,105.43, 95.85,0.48,0.37,0.71,8,34,5,3,21,"oklahoma-sooners","Big 12", 74,70, 94.97,104.47,0.35,0.25,0.69,10,27,5,1,17
"prairie-view-am-panthers-alabama-state-hornets-201503020008","20150302","away","prairie-view-am-panthers","Southwestern Athletic", 65,67,102.45, 99.39,0.45,0.40,0.60,6,24,10,4,17,"alabama-state-hornets","Southwestern Athletic", 68,65, 95.33, 98.26,0.38,0.37,0.53,15,29,3,4,16
"southeastern-louisiana-lions-northwestern-state-demons-201503020422","20150302","home","northwestern-state-demons","Southland", 77,92,120.24,103.25,0.46,0.47,1.00,6,16,12,4,17,"southeastern-louisiana-lions","Southland", 75,79,104.96,122.24,0.53,0.25,0.83,9,29,5,3,16
"texas-southern-tigers-alabama-am-bulldogs-201503021037","20150302","away","texas-southern-tigers","Southwestern Athletic", 64,77,120.61,117.48,0.51,0.53,0.65,9,12,7,2,17,"alabama-am-bulldogs","Southwestern Athletic", 64,75,117.57,120.70,0.54,0.35,0.82,5,20,4,3,20
"virginia-cavaliers-syracuse-orange-201503020553","20150302","away","virginia-cavaliers","Atlantic Coast", 57,59,102.77, 81.87,0.46,0.35,0.62,15,22,9,0,12,"syracuse-orange","Atlantic Coast", 57,47, 82.73,103.86,0.38,0.21,0.54,6,14,10,3,13
