"game_key","date","win_court","win_team","win_conference","win_possessions","win_points_scored","win_offensive_rating","win_defensive_rating","win_field_goal_fraction","win_three_point_fraction","win_free_throw_fraction","win_offensive_rebounds","win_defensive_rebounds","win_steals","win_blocked_shots","win_personal_fouls","loss_team","loss_conference","loss_possessions","loss_points_scored","loss_offensive_rating","loss_defensive_rating","loss_field_goal_fraction","loss_three_point_fraction","loss_free_throw_fraction","loss_offensive_rebounds","loss_defensive_rebounds","loss_steals","loss_blocked_shots","loss_personal_fouls"
"appalachian-state-mountaineers-louisiana-lafayette-ragin-cajuns-201502050550","20150205","home","louisiana-lafayette-ragin-cajuns","Sun Belt", 69,81,117.23, 95.52,0.49,0.32,0.86,9,27,4,4,17,"appalachian-state-mountaineers","Southern", 70,66, 94.50,115.98,0.39,0.38,0.80,10,20,4,3,20
"auburn-tigers-lsu-tigers-201502050319","20150205","away","auburn-tigers","Southeastern", 73,81,111.28,105.78,0.43,0.45,0.74,12,23,10,5,21,"lsu-tigers","Southeastern", 73,77,105.64,111.13,0.44,0.24,0.65,16,25,3,8,19
"belmont-bruins-eastern-kentucky-colonels-201502050180","20150205","home","eastern-kentucky-colonels","Ohio Valley", 59,81,137.08,116.77,0.57,0.52,0.72,4,15,10,2,19,"belmont-bruins","Ohio Valley", 63,69,109.48,128.52,0.53,0.38,0.64,6,19,6,0,20
"byu-cougars-pepperdine-waves-201502050461","20150205","home","pepperdine-waves","West Coast", 65,80,123.05,113.82,0.49,0.25,0.81,10,18,10,6,22,"byu-cougars","West Coast", 63,74,117.10,126.60,0.47,0.24,0.74,12,15,6,2,21
"cincinnati-bearcats-smu-mustangs-201502050515","20150205","away","cincinnati-bearcats","American Athletic", 55,62,112.32, 97.83,0.57,0.58,0.65,5,24,6,6,17,"smu-mustangs","American Athletic", 56,54, 96.15,110.40,0.37,0.21,0.65,12,11,9,4,16
"colgate-raiders-holy-cross-crusaders-201502050253","20150205","home","holy-cross-crusaders","Patriot League", 56,70,125.45,107.53,0.54,0.46,0.67,8,18,8,4,11,"colgate-raiders","Patriot League", 55,60,108.13,126.15,0.48,0.42,0.75,6,14,2,3,15
"csun-matadors-cal-state-fullerton-titans-201502050219","20150205","home","cal-state-fullerton-titans","Big West", 59,69,116.77, 89.70,0.47,0.33,0.78,11,25,4,0,18,"csun-matadors","Big West", 62,53, 84.90,110.53,0.36,0.25,0.79,5,20,3,5,17
"drexel-dragons-elon-phoenix-201502050195","20150205","away","drexel-dragons","Colonial Athletic", 61,67,109.91,103.35,0.42,0.38,0.75,11,23,8,1,17,"elon-phoenix","Southern", 63,63,100.04,106.39,0.47,0.41,0.50,5,18,4,4,15
"eastern-washington-eagles-montana-grizzlies-201502050372","20150205","away","eastern-washington-eagles","Big Sky", 60,75,125.00,115.00,0.51,0.46,0.70,7,17,8,3,15,"montana-grizzlies","Big Sky", 60,69,115.60,125.65,0.46,0.54,0.92,8,20,6,2,19
"fairfield-stags-rider-broncs-201502050488","20150205","home","rider-broncs","Metro Atlantic Athletic", 63,54, 86.07, 82.89,0.33,0.11,0.54,16,26,7,1,15,"fairfield-stags","Metro Atlantic Athletic", 60,52, 86.46, 89.78,0.33,0.41,0.50,10,27,9,1,23
"georgia-state-panthers-georgia-southern-eagles-201502050226","20150205","home","georgia-southern-eagles","Southern", 67,58, 86.59, 80.62,0.29,0.27,0.66,13,26,8,7,12,"georgia-state-panthers","Sun Belt", 67,54, 80.04, 85.97,0.41,0.19,0.56,4,27,8,5,21
